 30, 9, 595.4163, 1270
 25, 8, 529.6512, 1080
 26, 9, 461.4187, 1010
 26, 9, 449.8442, 980
 36, 8, 722.0731, 1650
 27, 8, 503.7283, 1100
 30, 15, 569.2685, 1220
 26, 5, 541.4416, 1180
 28, 10, 583.0082, 1280
 31, 13, 632.6828, 1330
 29, 9, 596.0763, 1260
 34, 10, 751.885, 1590
 24, 11, 483.482, 1000
 25, 7, 424.334, 950
 25, 8, 542.6745, 1150
 20, 7, 367.8357, 810
 39, 11, 796.7103, 1720
 26, 10, 563.243, 1190
 29, 10, 591.4302, 1260
 33, 7, 575.9475, 1310
 21, 4, 397.3126, 890
 32, 8, 719.8574, 1560
 19, 6, 367.971, 790
 23, 8, 456.0377, 1000
 29, 7, 547.6309, 1200
 24, 10, 549.5955, 1170
 37, 13, 806.3965, 1660
 27, 7, 538.2558, 1160
 22, 6, 391.9813, 870
 35, 19, 690.1194, 1450
 24, 10, 492.3, 1050
 39, 14, 766.9375, 1630
 34, 13, 711.4463, 1510
 24, 9, 497.372, 1070
 32, 11, 635.4351, 1360
 44, 14, 900.6405, 1910
 31, 13, 624.4846, 1340
 33, 11, 598.0108, 1290
 30, 14, 652.8741, 1350
 26, 10, 639.98, 1320
 28, 10, 494.8283, 1080
 31, 13, 607.1699, 1350
 30, 6, 615.2216, 1330
 40, 11, 773.7253, 1670
 41, 12, 882.8774, 1930
 24, 9, 519.5432, 1160
 43, 24, 2058.818, 1810
 31, 12, 570.3646, 1260
 25, 13, 483.133, 980
 32, 14, 692.7967, 1470
 40, 12, 731.9842, 1610
 36, 12, 776.5104, 1630
 85, 11, 1563.745, 3670
 100, 16, 1890.026, 4390
 91, 15, 1608.364, 3810
 83, 10, 1467.27, 3570
 105, 17, 1851.551, 4430
 83, 12, 1536.068, 3640
 104, 13, 1809.425, 4390
 100, 18, 1893.047, 4520
 94, 16, 1766.742, 4120
 91, 12, 1587.07, 3820
 92, 14, 1667.143, 4070
 94, 17, 1752.443, 4110
 87, 18, 1583.67, 3660
 86, 9, 1478.951, 3600
 90, 13, 1665.638, 3880
 106, 12, 2052.007, 4930
 89, 10, 1603.557, 3900
 108, 11, 2090.389, 5100
 105, 15, 1914.291, 4480
 100, 10, 1889.154, 4550
 95, 12, 1617.174, 4010
 113, 14, 1924.372, 4630
 94, 12, 1760.865, 4030
 110, 12, 1883.439, 4520
 97, 14, 1719.972, 4050
 111, 19, 2069.169, 4930
 119, 19, 2116.655, 4960
 109, 14, 1681.487, 4160
 110, 18, 2032.809, 4800
 109, 16, 1900.597, 4490
 100, 12, 1800.877, 4240
 92, 11, 1684.598, 3940
 105, 15, 1849.318, 4370
 103, 11, 1873.062, 4410
 99, 12, 1692.239, 4090
 119, 15, 2298.447, 5390
 123, 15, 2222.643, 5250
 119, 12, 2150.488, 5200
 103, 20, 1882.516, 4450
 102, 11, 1836.582, 4390
 117, 16, 2073.605, 4930
 111, 11, 2120.904, 5010
 106, 15, 1963.338, 4570
 98, 17, 1930.083, 4460
 95, 21, 1821.675, 4220
 90, 10, 1709.251, 4030
 99, 14, 1894.5, 4320
 93, 12, 1687.433, 4000
 95, 14, 1763.868, 4100
 88, 15, 1726.094, 3950
 98, 11, 1732.098, 3950
 103, 17, 1804.924, 4270
 96, 4, 1596.931, 4230
 111, 8, 1893.542, 4870
 97, 5, 1663.435, 4280
 86, 11, 1523.994, 3720
 80, 2, 1341.404, 3400
 90, 5, 1524.681, 3960
 85, 5, 1531.776, 3830
 75, 4, 1212.731, 3080
 76, 4, 1193.451, 3170
 66, 2, 1094.974, 2780
 83, 7, 1366.897, 3510
 91, 6, 1517.166, 3900
 89, 3, 1476.79, 3900
 94, 5, 1613.913, 4190
 88, 4, 1458.829, 3780
 98, 7, 1511.041, 3880
 93, 4, 1458.8, 3840
 90, 5, 1426.945, 3730
 77, 5, 1318.177, 3240
 93, 3, 1570.184, 3970
 92, 5, 1397.992, 3660
 56, 3, 954.2078, 2510
 82, 7, 1422.327, 3650
 84, 3, 1376.234, 3530
 101, 7, 1582.842, 4040
 78, 10, 1355.826, 3390
 84, 4, 1424.467, 3590
 63, 3, 898.2083, 2420
 76, 9, 1280.706, 3210
 78, 8, 1259.587, 3200
 79, 6, 1308.168, 3390
 69, 6, 1209.666, 2950
 86, 3, 1273.346, 3340
 94, 5, 1542.147, 4000
 92, 4, 1598.302, 3980
 83, 4, 1366.282, 3480
 76, 7, 1280.227, 3260
 86, 5, 1319.736, 3570
 93, 5, 1570.867, 4090
 78, 7, 1287.093, 3290
 76, 1, 1232.64, 3100
 86, 6, 1343.757, 3410
 71, 7, 1182.242, 3030
 70, 3, 1181.116, 3110
 81, 8, 1366.347, 3430
 68, 1, 1111.534, 2930
 69, 0, 0, 3070
 82, 5, 1327.772, 3390
 77, 4, 1287.83, 3350
 80, 6, 1262.937, 3280
 64, 4, 1002.202, 2670
 81, 8, 1389.181, 3590
